scientific_name,family,genre,alternative_scientific_names,ca_common_name,description,additional_info,islands,habitat,edibility,es_common_name
Pholiota gummosa (Lasch) Singer,Strophariaceae,Pholiota,,,"Seta con un sombrero de hasta 6 cm de diámetro, que pasa de globoso a más o menos plano. Éste es de color amarillo más o menos oscuro con unas escamas pequeñas un poco más oscuras, que desaparecen con la edad. Es viscoso en tiempo húmedo. El margen del sombrero es excedente y apendiculado. Las láminas son anchas, adnatas, numerosas, de color amarillento a marrón oliva, con muchas lamelas. El pie es cilíndrico, de 3-7 x 0,5-1 cm, de color más pálido que el sombrero, con una zona anular fugaz por debajo la cual presentan unas pequeñas escamas de color marrón. La base frecuentemente se encuentra manchada de color marrón rojizo. Las esporas son de color óxido en masa, elípticas, de 6-7 x 3-4 micras","Se presenta en grupos de diez o más individuos soldados por su pie con la característica de que en tiempo húmedo se encuentra sobre el sombrero una especie de película gruesa, viscosa y elástica",['Mallorca'],"['Pinares y otras coníferas', 'Sobre plantas leñosas']",Indiferent,
Stropharia aeruginosa (Curtis) Quél,Strophariaceae,Stropharia,,,"Seta que se reconoce por el llamativo color azul verdoso del sombrero que con la edad pasa a un verde grisáceo. Éste de hasta 8 cm de diámetro inicialmente es convexo para pasar a plano y presenta una gruesa capa mucilaginosa sobretodo en tiempo húmedo. De joven presenta unas escamas blanquecinas. Las láminas tienen muchas lamelas, gruesas, adnatas, de color blanquecino que con la esporada se tiñen de marrón violeta con la arista blanquecina. El pie es cilíndrico, viscoso y liso por encima del anillo y con escamas algodonosas por la parte inferior. Es también de color azul verdoso. El anillo, situado en la parte superior, es membranoso, viscoso y blanquecino pero teñido por la parte superior por las esporas. Éstas son violáceas en masa, elipsoidales, lisas, de 7-9 x 4-5 micras. El olor de esta seta recuerda al rábano y si la probamos es dulce",Algunos autores la consideran tóxica. Es una seta muy vistosa,['Mallorca'],"['Alzinar', 'Pinares y otras coníferas']",Tòxic,
Stropharia coronilla (Bull.) Fr,Strophariaceae,Stropharia,,,"Seta con un sombrero carnoso hemisférico que se abre rápidamente, de 2 a 5 cm de diámetro, de color paja tostada. Los ejemplares jóvenes presentan el margen con restos flocosos del velo general, debajo del sombrero se encuentran las láminas con numerosas lamelas de coloración varible pasando del blanco al violeta para acabar grises. Las esporas, de color gris a violáceo en masa, son ovales o un poco elípticas, de 7-10 x 5-6 micras. El pie, corto, robusto y de color más claro que el sombrero lleva un anillo estrecho con estrías de color violáceo en la parte superior","No tiene valor culinario, aunque algunos autores la consideran comestible, otro dicen que es tóxica","['Ibiza', 'Mallorca']","['Camps de conreu, vores de camins', 'Pastos, prados y jardines']",Indiferent,
Stropharia semiglobata (Batsch) Quél,Strophariaceae,Stropharia,,,"Presenta un sombrero de hasta 3 cm de diámetro, semihemisférico, de color amarillo paja, reluciente y viscoso en tiempo húmedo. El pie, que es muy largo, de 5 a 10 cm x 2 a 5 mm, es cilíndrico, con base bulbosa, pronto vacío, fibroso y viscoso, es de color más pálido que el sombrero. Generalmente se observan los restos del anillo pegados al pie y manchados de negro por las esporas. Éstas son violáceas en masa, elípticas, lisas, de 15-22 x 8-10 micras",Poco frecuente,"['Cabrera', 'Mallorca', 'Menorca']",['Excrements'],Indiferent,
Suillus mediterraneensis (Jacquet. & J. Blum) Redeuilh,Suillaceae,Suillus,,['Pixacà'],"El sombrero mide casi 10 cm de diámetro, hemisférico al principio, convexo para pasar a plano. Es de color amarillento viscoso volviéndose marrón tostado cobrizo cuando se seca. Tiene tubos igual de largos que el grosor del sombrero y amarillentos o marrones con poros poligonales que dejan salir una especie de látex en forma de gotas de color amarillento-cobrizo. Las esporas son amarillo oliva en masa, fusiformes, de 9-11 x 4,5-5 micras. El pie es cilíndrico, más grueso en el tercio inferior y atenuado en la base donde presenta un micelio blanco con tonos rosados. Presenta granulaciones finas. Es de color blanquecino hacia bajo y más amarillento hacia arriba",Se puede comer rechazando la cutícula del sombrero y los tubos de los ejemplares viejos,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Comestible,
Hydnellum aurantiacum (Batsch.) P. Karst,Thelephoraceae,Hydnellum,"['Hydnum floriforme Schaeff.: Secr.', 'Hydnum aurantiacum Albert.- Schw.', 'Calodon aurantiacum (Batsh: Fr.) Karsten']",,"Esta seta tiene un sombrero de 3 a 6 cm de diámetro, con la superficie rugosa y con proliferaciones en forma de pequeñas puntas, al principio plano y después en forma de embudo. Es de color crema anaranjado formando zonas concéntricas excepto el margen que es blanco. Debajo del sombrero tiene el himenio en forma de agujas decurrentes, de 2-3 mm, que cambian de color blanco a naranja para ser finalmente de color marrón ocre. El pie es cilíndrico, un poco hinchado y también de color naranja. Las esporas son marrones en masa, subglobosas, cubiertas de berrugas muy marcadas, de 4-6 x 4-5 micras","Coloniza sitios grandes, a pesar de no ser demasiado frecuente, es abundante en sus localizaciones",['Mallorca'],['Pinares y otras coníferas'],Indiferent,
Hydnellum concrescens (Pers.) Banker,Thelephoraceae,Hydnellum,['Calodon zonatum (Fr.) Karst'],,"Seta que crece con numerosos individuos alrededor incluso pegado por los sombreros. Estos miden hasta 7 cm de diámetro y tienen forma de embudo, con escamas levantadas en el centro, hecho que hace que adquiera forma de flor. Es seco y aterciopelado, de color marrón cobrizo oscuro con los márgenes zonados y blanquecinos. Por debajo está compuesto de agujitas finas, pequeñas y muy numerosas y apretadas, primero blanquecinas y posteriormente del mismo color que el sombrero. El pie también del mismo color es muy corto y las esporas son marrón en masa, de 5-6 x 4-5 micras",Huele a pepino y tiene gusto amargo,"['Mallorca', 'Menorca']",['Alzinar'],Indiferent,
Hydnum repandum L,Thelephoraceae,Hydnum,"['Hydnum flavidum Schaeff. ', 'Hydnum heimii Maas G.', 'Dentinum repandum (L.:Fr.) Gray.', 'Sarcodon repandum Quél']","['Agulletes', 'Llengua boïna', 'Llengua de bou', 'Llengua de vedella', 'Peu de cabrit', 'Picarronell', 'Picornell', 'Picornell blanc', 'Picornell pelut']","Seta con un sombrero de 4 a 12 cm de diámetro, ondulado, carnoso, seco y de tacto aterciopelado, de color blanco amarillento a casi crema y margen enrollado. Por debajo del sombrero presenta agujas de color blanco un poco decurrentes por el pie, muy frágiles. Presentan un pie corto, irregular, grueso y suele ser de color amarillo pero más pálido que el sombrero. Las esporas son redondas, un poco angulosas, de color blanco crema en masa de 6-8 x 5-7 micras","Frecuente. Buen comestible, pero los ejemplares viejos son amargos","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,
Hydnellum ferrugineum (Fr.) P. Karst,Thelephoraceae,Hydnellum,,,"El sombrero de esta seta es más o menos circular en forma de embudo, coriáceo, cubierto en superficie por pequeñas escamas o lengüetas levantadas y de hasta 5 cm de diámetro. Frecuentemente se encuentra junto a otros sombreros vecinos. De joven suele tener unas gotitas rojas o color rojo sangre sobre la superficie, la cual tiene un color blanquecino rosado de joven y después se vuelve marronoso. El pie es cilíndrico, lleno, de color más claro que el sombrero. Las esporas son marrones en masa, redondas con berrugas muy marcadas, de 4,5-6 x 4,5 micras",Muy corriente en Baleares,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Indiferent,
Sarcodon joeides (Pass.) Bat,Thelephoraceae,Sarcodon,,,"Seta con la carne de color violeta con un sombrero de hasta 8 cm de diámetro, convexo al principio y plano y deprimido al centro con la edad. Color marrón rojizo más o menos claro. El pie es cilíndrico, fino, un poco duro y de color marrón vinoso. El himenio está formado por agujas decurrentes y muy apretadas, de color marrón, con el tiempo más oscuras y con la punta blanca. Las esporas marrón chocolate en masa, subglobulosas con berrugas gruesas, de 5-6 x 3,7-4,5 micras",Llama la atención por el color de su carne,['Mallorca'],['Alzinar'],Indiferent,
Exidia glandulosa (Bull.) Fr,Tremellaceae,Exidia,,,"Seta de consistencia gelatinosa y de color negro, alargada y alta que en tiempo seco se seca y queda pegada a la madera. Las esporas son lisas, cilíndricas y alargadas, de 12-14 x 4-5 micras",,['Mallorca'],"['Sobre madera muerta, piñas, tocones', 'Zones humides']",Indiferent,
Tremiscus helvelloides (D.C.:Pers.) Donk,Tremellaceae,Tremiscus,['Guepinia rufa (Jacq.: Pers.) Pat'],,"Seta rosa carne y un poco más rojiza en la parte externa y más blanquecina hacia el pie, de hasta 12 cm de altura en forma de oreja partida de arriba a abajo. Tiene el margen superior curbado y ondulado hacia afuera. Las esporas son blancas en masa, elipsoidales, de 9-12 x 4-6 micras",Es muy rara y conviene protegerla. Tiene un olor suave y gusto dulce,['Mallorca'],"['Pinares y otras coníferas', 'Zones humides']",Comestible,
Tremella encephala Willd,Tremellaceae,Tremella,,,"Seta de coloración variable (del blanco- gris a rosado) en forma globosa, de 1 a 4 cm de diámetro. Estas fructificaciones son más o menos alargadas, y presentan unos pliegues irregulares que hacen que se parezca a un cerebro. Si se corta presenta un núcleo blanco y sólido rodeado por una masa gelatinosa, blanda y elástica. Las esporas son hialines (transparentes), lisas, más o menos ovoides, de 8-13 x 6-9 micras",,['Mallorca'],"['Sobre madera muerta, piñas, tocones']",Indiferent,
Tremella mesenterica (Retz) Fr,Tremellaceae,Tremella,['Tremella lutescens Fr'],,"Seta en forma de cerebro de consistencia gelatinosa que forma masas de pliegues de hasta 10 cm o más de color amarillo muy vistoso en tiempo húmedo con diferentes tonalidades más o menos claras en tiempo más seco. Las esporas son blancas, elipsoidales, de 7-10 x 6-8 micras","Se pueden encontrar en cualquier época del año en nuestros encinares, si la humedad ambiental es elevada",['Mallorca'],"['Sobre madera muerta, piñas, tocones']",Indiferent,
Armillaria mellea (Vahl.) P. Kumm,Tricholomataceae,Armillaria,"['Armillariella mellea (Vahl. in Fl. Dan: Fr.) Karst', 'Clitocybe mellea Ricken']","['Alzinoi', 'bolet de soca', ""Gírgola d'alzina"", 'Pollancró']","El nombre latino de esta seta hace referencia al color miel de ella, más oscuro en el centro del sombrero. Éste es carnoso, globoso al principio y se va abriendo poco a poco. Tiene un diámetro de 4-12 cm y la superficie está cubierta de pequeñas puntas escamosas más numerosas en el centro. Las láminas son desiguales, un poco anchas y no muy apretadas de color blanco a blanco amarillento. El pie, de 10 a 18 cm presenta forma cilíndrica ensanchada un poco en la base donde puede medir 1,5-3 cm de ancho. Es de color pálido en la parte superior, color tierra en la parte central y verde oliva en la parte inferior. El anillo es muy evidente, membranoso, persistente, blanco y con escamas amarillentas. Las esporas son blancas en masa, muy numerosas, elipsoidales, de 7-9 x 5-6 micras","Muy frecuente en Mallorca, en toda la Sierra de Tramuntana. Seta perjudicial por la silvicultura puesto que puede causar pérdidas graves en las explotaciones forestales. Tiene un crecimiento fasciculado, con flotas de muchos ejemplares. A algunas personas les produce efecto laxante",['Mallorca'],['Sobre plantas leñosas'],Comestible,['Armilaria color miel']
Arrhenia spathulata (Fr.) Redhead,Tricholomataceae,Arrhenia,['Leptoglossum muscigenum (Bull.: Fr.) Karst'],,"Especie que por su medida pasa desapercibida. Toda ella de color crema o un poco grisáceo.Tiene un sombrero que sólo mide hasta 2 cm de diámetro, higrófano y en forma de abanico, debajo del cual se encuentran las láminas reducidas a pliegues conectados los unos con los otros. Presenta un pie lateral y corto. Las esporas son blanquecinas en masa, elipsoidales, de 6-9 x 3,5-6 micras",,['Mallorca'],,Indiferent,
Calocybe hypoxantha var. occidentalis Bon,Tricholomataceae,Calocybe,,,"Seta que parece que no tiene pie, puesto que se encuentra hundido dentro de la arena, pero si lo desenterramos se ve que es corto, grueso y blanco. El sombrero de hasta 15 cm de diámetro es convexo y de color blanco sucio a amarillo sucio incluso violáceo en algunos ejemplares, aunque casi siempre está cubierto de arena. Las láminas son numerosas y apretadas de color amarillo chillón y las esporas blancas en masa, elípticas o subglobosas, de 4,5-5 x 3,5-4 micras",Es necesario protegerlo por su rareza. No se sabe si es comestible,"['Formentera', 'Mallorca']",['Dunes'],,
Leucopaxillus gentianeus (Quél.) Kotl,Tricholomataceae,Leucopaxillus,"['Leucopaxillus amarus (A. E.S.: Fr.) Kühner', 'Clitocybe amara Fr']",,"Seta con un sombrero relativamente grueso, que puede medir hasta 12 cm de diámetro, de color marrón un poco cobrizo, primero convexo con el margen enrollado que poco a poco se va aplnando. Las láminas muy apretadas con la edad presentan manchas cobrizas y el pie que se ensancha hacia la base, pasa de color blanco a marrón con la edad. Podemos destacar de la carne el olor a harina que hace. Las esporas son blancas en masa, subglobosas, finamente granulosas, de 4-6 x 5-5,5 micras",No comestible por el sabor amargo de su carne,"['Formentera', 'Ibiza', 'Mallorca']","['Alzinar', ""Garriga d'ullastre"", 'Pinares y otras coníferas']",,
Clitocybe costata Kühner & Romagn,Tricholomataceae,Clitocybe,,"['Cama-seca', 'Rogeta']","Esta seta de color tostado presenta el margen del sombrero ondulado y típicas costillas. Este sombrero tiene forma de embudo y mide hasta 8 cm de diámetro. Las láminas son decurrentes y de color pálido. El pie es fibroso y de color parecido al sombrero, pero un poco más claro. Las esporas son blancas en masa, elípticas o en forma de lágrima, de 6-8 x 5-6 micras",Se deben rechazar los pies para comer porque son un poco duros,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Comestible,
Clitocybe dealbata (Sowerby) Gillet,Tricholomataceae,Clitocybe,,,"Seta con un sombrero de 3-4 cm de diámetro, convexo o un poco allanado, de color blanco con alguna zona de color crema ocre o grisáceo. Cuando es adulta el margen se ondula. Tiene numerosas láminas, adherentes, desiguales de color blanco o crema y el pie es cilíndrico, curvado, más estrecho hacia la base, de color blanco. Las esporas son blancas-cremoses en masa, elipsoidales, casi redondas, de 4 x 3 micras","Es una de las setas más tóxicas que encontramos en las Islas, provoca intoxicación sudorífica. Es muy frecuente en Mallorca","['Ibiza', 'Mallorca']",['Pinares y otras coníferas'],Tòxic,
Lyophyllum decastes (Fr.) Singer,Tricholomataceae,Lyophyllum,"['Lyophyllum aggregatum (Schaeff.: Fr.) Kühner', 'Clitocybe decastes Fr']","['Agrets', 'Gírgola de bruc']","Seta con sombrero de hasta 12 cm de diámetro, liso, que pasa de convexo a plano, de color marrón grisáceo y con el margen ondulado. Las láminas son de adnatas a decurrentes, primero blanquecinas y gris amarillento con el tiempo. El pie puede ser largo o corto, pero siempre ondulado y blanquecino. Las esporas son blancas en masa, globosas, de 5-7 micras",Crece en grupos de numerosos individuos y se suelen encontrar soldados por la base,"['Cabrera', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas', 'Sobre madera muerta, piñas, tocones']",Comestible,
Clitocybe font-queri R. Heim,Tricholomataceae,Clitocybe,,,"Seta con un sombrero beige grisáceo de hasta 2,5 cm de diámetro algo hundido en el centro para adquirir finalmente forma de embudo. Las láminas son de color blanco con muchas lamelas apretadas y las esporas son blancas en masa, lisas, elípticas, de 5,5-6,5 x 2,5-3,5 micras. El pie muy largo, es más grueso en la parte inferior y es del mismo color que el sombrero, pero más blanquecino en la base",Huele a harina fresca y tiene un gusto especial que recuerda el de Lactarius atlanticus M. Buen,['Mallorca'],['Pinares y otras coníferas'],Indiferent,
Lepista inversa (Scop.) Pat,Tricholomataceae,Lepista,['Clitocybe inversa (Scop.: Fr.) Quél'],,"Seta marrón cobrizo con un sombrero de hasta 8 cm de diámetro, seco, en forma de embudo. Presenta el margen enrollado mucho tiempo. Debajo de éste se encuentran las numerosas láminas, apretadas, de color crema cobrizo y decurrentes. El pie es fibroso, con la base cubierta de pelos blancos y de color parecido al sombrero. Las esporas son blancas en masa, de subglobosas a elípticas, con verrugas, de 3-5 x 3-4 micras",Sale en grupos muy abundantes. Es de baja calidad como comestible,"['Mallorca', 'Menorca']","[""Garriga d'ullastre"", 'Pinares y otras coníferas']",Indiferent,
Clitocybe lituus (Fr.) Métrod,Tricholomataceae,Clitocybe,,,"Seta de poca altura que cambia de coloración de marrón oscuro a marrón grisáceo y crema dependiendo de su grado de hidratación. El sombrero mide hasta 4 cm de diámetro, convexo inicialmente y luego más o menos plano con el centro muy hundido. El margen es fino y ondulado, más o menos lobulado. Las láminas de debajo están más bien separadas de color gris ocre a marrón grisáceo. El pie varía de cilíndrico a un poco aplanado de color marrón claro a oscuro dependiendo también de la hidratación que tenga. Las esporas son blancas en masa, elipsoidales y lisas, de 6-8 x 3,5-4,5 micras",,"['Cabrera', 'Ibiza', 'Mallorca']","['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Clitocybe odora (Bull.) P. Kumm,Tricholomataceae,Clitocybe,['Clitocybe viridis Gill'],"['Bolet anisat', 'Verderol anisat']","Es característico de esta seta el color del sombrero verde azulado claro, aunque también puede aparecer color marrón ocre arcilloso o crema ocre. El sombrero es convexo tirando a plano de 4-8 cm de diámetro y puede tener los márgenes levantados. Las láminas de debajo son finas, no muy apretadas de color un poco más claro que el sombrero. El pie es cilíndrico, blanco, de 2 a 5 cm x 4 a 10 mm, un poco curvado y normalmente más ancho en la base. Las esporas son blancas en masa, elípticas, de 6-7 x 3-4 micras","Frecuente en Mallorca. Es bueno tostado y dentro de una mescla de setas, también como condimento en pocas cantidades porque sino dará un gusto demasiado fuerte a anís","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,"['Anisada', 'Clitocibe perfumado']"
Clitocybula lenta (Maire) Malençon & Bertault,Tricholomataceae,Clitocybula,,,"Seta con un sombrero blanquecino rosado a beige marronáceo de hasta 4 cm de diámetro que pasa de convexo a plano y hundido en el centro. Presenta fibrillas radiales hasta el margen del sombrero, que es estriado. En tiempo húmedo puede ser viscoso. Las láminas son blancas y con muchas lamelas. Las esporas son blanquecinas en masa, lisas, cilíndrico-elipsoidales, de 6,6-7,5 x 4 micras. El pie es más grueso en la parte superior y es de color blanquecino en la parte de arriba y marrón cobrizo hacia la parte de abajo",Desprende un fuerte olor a lejía,['Mallorca'],['Sobre plantas leñosas'],Indiferent,
Collybia butyracea (Bull.) Fr,Tricholomataceae,Collybia,,,"Seta de color muy variable que va del blanco grisáceo a color tierra amarillento con el centro del sombrero más oscuro. Éste de 4 a 7 cm de diámetro, primero es convexo y pasa rápidamente a plano, carnoso, reluciente con el margen sinuoso, frecuentemente levantado en los ejemplares de más edad. Debajo del sombrero las láminas son numerosas, libres y blanquecinas. El pie es más ancho en la parte inferior, un poco fibroso, flexible y lanoso hacia la base. Es frecuente encontrar el pie un poco allanado. Las esporas son blancas en masa, muy numerosas, hialinas, elípticas, de 6-9 x 3-4,5 micras",Seta de baja calidad,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Crinipellis scabella (Alb. & Schwein) Murill,Tricholomataceae,Crinipellis,"['Crinipellis stipitaria (Fr.) Pat.', 'Crinipellis caulicinalis ss. Rea', 'Collybia caulicinalis (Bull.) Schroet', 'Marasmius caulicinalis ss. Quél']",,"Pequeña seta con el pie muy delgado, fibroso, largo, peludo y del mismo color marrón que el mamellón central de su spombrero. Éste mide de 0,5 a 1,5 cm de diámetro primero convexo y después plano y de color ocre. Puede presentar los márgenes levantados. Las láminas están separadas, ventrudas y de color blanco. Las esporas son blancas en masa, elipsoidales, de 6-9 x 4-8 micras",,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Sobre plantas herbáceas'],Indiferent,
Collybia dryophila (Bull.) P. Kumm,Tricholomataceae,Collybia,,,"Seta que cambia el color dependiendo del grado de humedad, de amarillo más tostado en el centro a blanco arcilloso. Tanto el pie como el sombrero presentan la misma coloración. El pie es esbelto, un poco fibroso y liso. El sombrero de 2-5 cm de diámetro es convexo al principio, después plano y normalmente ondulado y deprimido en la parte central. Tiene numerosas láminas, apretadas, apretadas, blancas o un poco amarillentas y algo decurrents. Las esporas son blancas en masa, elípticas, de 5-6 x 2-3 micras",Poco valor comestible,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Collybia fusipes (Bull.) Quél,Tricholomataceae,Collybia,,,"Seta de olor a madera húmeda y con un sombrero de hasta 10 cm de diámetro primero cerrado y convexo para acabar irregularmente abierto, con el margen enrollado hacia dentro y levantado con la edad. Éste es de color marrón cobrizo, más o menos pálido y a veces presenta manchas de color óxido. Las láminas son adherentes y blanquecinas manchadas con la edad. Las esporas son blancas en masa, elipsoidales, de 4-7 x 3-5 micras. El pie es fusiforme, más o menos plano, fibroso y con surcos de color parecido al sombrero, más claro en la parte superior y más oscuro en la base",Sólo se comen los sombreros jóvenes. Los pies se desprecian por ser muy fibrosos,['Mallorca'],"['Alzinar', 'Sobre madera muerta, piñas, tocones', 'Sobre plantas leñosas']",Indiferent,
Hemimycena cephalotricha (Joss.) Singer,Tricholomataceae,Hemimycena,"['Mycena cephalotricha Joss.', 'Delicatula cephalotrica (Joss.) Cejp']",,"Seta blanca con un gorro de 1 a 8 cm de diámetro, convexo aplanado, muy delgado, frágil y pruinoso. Debajo de éste se encuentran láminas adheridas, estrechas con pequeñas láminas de diferente longitud. El pie de hasta 20 mm de largo, es un poco excéntrico y muy pruinoso. Las esporas son fusiformes, ventrudas, de 7-10 x 5-6 micras","En tiempo húmedo presenta una sudoración como de pequeñas gotas de agua en el sombrero, láminas y pie",['Cabrera'],,Indiferent,
Flammulina mediterranea (Pacioni & Lalli) Bas & Robich,Tricholomataceae,Flammulina,['Hydropus mediterraneus Pacioni et Lalli'],,"Su peculiar hábitat hace que aunque tenga la cutícula húmeda, no sea por mucho tiempo, debido a la brisa marina. El sombrero es inicialmente convexo para pasar a plano con una depresión central, de color ocre, más oscuro en el centro. Éste puede medir hasta unos 2,5 cm de diámetro y tiene el margen acanalado. Tiene pocas láminas, muy separadas y blanquecinas. El pie es largo con la mitad inferior más oscura y hundida dentro de la arena. Las esporas son blancas en masa, más o menos elípticas, de 8-10 x 13,5-15 micras",Especie sólo citada en Cataluña y en Mallorca dentro todo el estado español. Es una especie que se debe proteger,['Mallorca'],['Dunes'],Indiferent,
Lepista nuda (Bull.) Cooke,Tricholomataceae,Lepista,"['Tricholoma nudum Quél.', 'Rhodopaxillus nudus (Bull.: Fr.) Maire']","['Blaveta', 'Pimipinella morada']","Seta de color variable pero siempre dentro de los tonos violáceos. El sombrero mide de 6 a 12 cm de diámetro, primero convexo y luego casi plano. El margen está enrollado cuando es joven y frecuentemente levantado de viejo. Las láminas son finas y apretadas, fácilmente separables del pie. Éste es cilíndrico, elástico, de 5-10 x 1-3 cm que se ensancha en la base y con la superficie un poco algodonosa. Las esporas son lilas o rosadas en masa, elípticas, un poco verrugosas, de 6,5-8 x 3-5,5 micras","En las Baleares no hay costumbre de consumirlo, aunque cada día son más los que la conocen y la aprecian","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,['Tricoloma violeta']
Lepista rickenii Singer,Tricholomataceae,Lepista,['Tricholoma panaeolus ss. Ricken'],,"El sombrero es de 4 a 12 cm de diámetro, convexo, volviéndose plano, de color marrón o gris, con manchas circulares y concéntricas de color marrón oscuro y contorno más claro y enrollado hacia abajo. Las láminas son adherentes, con pequeñas láminas intercaladas de color pardo claro. Las esporas son de color gris-rosado en masa, de 6-7,5 x 3,5-4 micras. El pie es más o menos cilíndrico, macizo, de color parecido al de las láminas",,,"['Pastos, prados y jardines']",Comestible,"['Seta de brezo', 'Tricoloma de prado']"
Lepista sordida (Fr.) Singer,Tricholomataceae,Lepista,,,"Seta típica con el sombrero de color marrón, violáceo pálido, higrófano y de color carne cuando se seca, de 3-8 cm de diámetro. Debajo de éste, las láminas son del mismo color con puntos de color lila, de adnatas a ligeramente decurrentes. Las esporas tienen pequeñas berrugas, de 5,5-7 x 3,5-4 micras rosadas y el pie es lila pálido con fibrillas longitudinales",Es frecuente al comienzo del otoño,,"['Camps de conreu, vores de camins', 'Pastos, prados y jardines']",,
Leucopaxillus tricolor (Peck) Kühner,Tricholomataceae,Leucopaxillus,,,"Seta con un sombrero de hasta 25 cm de diámetro primero convexo para acabar siendo plano. Es de color crema a crema amarillento y presenta un margen enrollado y muchas veces ondulado. Tiene numerosas láminas de blanquecinas a color crema amarillento y casi decurrentes. El pie, de un color más claro que el sombrero se ensancha en la base. Las esporas son blancas en masa, ovoides con verrugas, de 6-8 x 4-5,5 micras",Llama la atención por su tamaño. Suele crecer agrupada en numerosos individuos,['Mallorca'],"['Alzinar', 'Pinares y otras coníferas']",Comestible,
Lyophyllum transforme (Britzelm.) Singer,Tricholomataceae,Lyophyllum,['Lyophyllum trigonosporum (Bres.) Kühner'],,"Seta con gusto a avellana que tiene un sombrero de margen más o menos ondulado, color beige grisáceo, que puede medir hasta casi 7 cm de diámetro. Las láminas son obtusas, libres y presentan numerosas lamelas de color blanquecino volviéndose beige con la edad. Es frecuente también encontrar láminas de un color negruzco a azul oscuro. El pie se ensancha hacia la base y de color blanquecino en la parte superior y de color parecido al sombrero en la parte inferior. Las esporas son blancas en masa, triangulares, de 9-10 x 5-6 micras",,['Mallorca'],['Alzinar'],Comestible,
Melanoleuca pseudoluscina Bon,Tricholomataceae,Melanoleuca,['Melanoleuca rasilis var. pseudoluscina (M. Bon.) M. Bon: Boekhout'],,"El sombrero de esta seta es untuoso al tacto y un poco higrófano, es de color marrón grisáceo, de 2 a 4 cm de diámetro y con un mamellón central más oscuro. Las láminas son bifurcadas cerca del pie, un poco decurrentes y blancas que amarillean con la edad. Las esporas blancas en masa, ligeramente elípticas y con verrugas, de 7-8,1 x 4,5-6 micras. El pie es largo, grisáceo a marrón grisáceo, más claro hacia la base",,"['Formentera', 'Ibiza', 'Mallorca']",['Dunes'],Indiferent,
Mycena renati Quél,Tricholomataceae,Mycena,"['Mycena flavipes Quél.', 'Mycena luteoalcalina ss. Singer']",,"El sombrero de esta seta es al principio acampanado y después más abierto, de 1,5 a 4 cm de diámetro y estriado por transparencia, de color rosado a marrón rosado. Las láminas están espaciadas y de color rosa con lamelas ventrudas. El pie de erguido a curvado, de color amarillento a amarillo dorado, fistuloso y con rizoides blancos. Las esporas son blancas en masa, elipsoides, de 7,5-10 x 4,5-6,5 micras","Frecuente en los encinares de Mallorca, sin interés culinario. Crece en grupos de muchos individuos y su color contrasta con el de las ramas de encina caídas",['Mallorca'],"['Alzinar', 'Sobre plantas leñosas']",Indiferent,
Mycena galopus (Pers.) P. Kumm,Tricholomataceae,Mycena,,,"Pequeña seta con el sombrero en forma de campana de 0,5 a 2,5 cm de diámetro, de color marrón grisáceo y estriado. Las láminas son adnatas o sinuadas de color blanquecino y el pie es largo, fistuloso y de color parecido al sombrero que cuando se corta aparece un làtex abundante y blanco. Las esporas son blancas en masa, elipsoidales, de 10-14 x 5-7 micras",Común en todas las Islas,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Sobre plantas herbáceas'],Indiferent,
Mycena niveipes (Murrill) Murrill,Tricholomataceae,Mycena,['Mycena pseudogalericulata J. E. Lange'],,"Seta con fuerte olor a lejía que presenta un sombrero de hasta 7 cm de diámetro, acampanado, con un mamellón que cada vez se hace más evidente cuando el sombrero se abre. Las numerosas láminas son blancas, higrófanas con muchas lamelas. Las esporas son blancas en masa, elíptico-ovoides, de 8,5-11 x 6-6,7 micras. El pie, largo y más ancho en la base dónde presenta pelitos blancos, es estriado de arriba abajo y frecuentemente un poco torcido",Poco común,['Mallorca'],['Alzinar'],Indiferent,
